USER     PID   PPID  VSIZE  RSS     WCHAN    PC         NAME
u0_a99    2640  1940  542756 25848 ffffffff 00000000 S com.android.systemui
radio     2756  1940  577340 25136 ffffffff 00000000 S com.android.phone
nfc       2768  1940  515372 20264 ffffffff 00000000 S com.android.nfc
u0_a10    2951  1940  509696 20556 ffffffff 00000000 S com.sec.android.provider.logsprovider
u0_a10    2968  1940  527788 19536 ffffffff 00000000 S android.process.acore
u0_a155   3229  1940  508504 21028 ffffffff 00000000 S com.sec.msc.nts.android.proxy
u0_a117   3240  1940  508116 21084 ffffffff 00000000 S com.sec.android.sCloudRelayData
u0_a56    3249  1940  509088 19684 ffffffff 00000000 S com.samsung.android.providers.context
wifi      12708 1     3200   336   ffffffff 00000000 S /system/bin/p2p_supplicant
dhcp      12753 1     972    104   ffffffff 00000000 S /system/bin/dhcpcd
system    17696 1940  573216 24404 ffffffff 00000000 S com.android.settings
shell     18316 1     4516   188   ffffffff 00000000 S /sbin/adbd
nfc       19282 1940  511792 22324 ffffffff 00000000 S com.android.nfc:handover
bluetooth 19306 1940  516652 25072 ffffffff 00000000 S com.android.bluetooth
u0_a19    19383 1940  590200 36692 ffffffff 00000000 S com.google.process.gapps
u0_a19    19405 1940  709056 38192 ffffffff 00000000 S com.google.android.gms
u0_a19    19427 1940  584084 38848 ffffffff 00000000 S com.google.android.gms.persistent
u0_a13    19576 1940  508336 21344 ffffffff 00000000 S com.sec.android.app.keyguard
u0_a21    19624 1940  515556 20536 ffffffff 00000000 S com.sec.android.app.clockpackage
u0_a19    19644 1940  524784 22504 ffffffff 00000000 S com.google.process.location
u0_a71    19676 1940  516260 24144 ffffffff 00000000 S com.sec.spp.push
u0_a6     19699 1940  512896 18728 ffffffff 00000000 S com.sec.android.nearby.mediaserver:server
system    19728 1940  545684 19060 ffffffff 00000000 S com.sec.android.inputmethod
u0_a1     19788 1940  557768 19980 ffffffff 00000000 S com.sec.android.app.launcher
u0_a1     19944 1940  509572 20052 ffffffff 00000000 S com.sec.android.widgetapp.ap.hero.accuweather.widget:remote
u0_a10    19984 1940  546312 18428 ffffffff 00000000 S com.android.contacts
u0_a71    20186 1940  512908 19396 ffffffff 00000000 S com.sec.spp.push:RemoteDlcProcess
smartcard 20298 1940  509568 18756 ffffffff 00000000 S org.simalliance.openmobileapi.service:remote
system    20324 1940  510388 18720 ffffffff 00000000 S com.samsung.android.MtpApplication
root      20578 2     0      0     ffffffff 00000000 S kworker/u:1
u0_a1     20580 1940  509404 22132 ffffffff 00000000 S com.sec.android.widgetapp.favoriteswidget
root      20759 2     0      0     ffffffff 00000000 S kworker/0:3
root      20802 2     0      0     ffffffff 00000000 S kworker/0:0
root      20805 2     0      0     ffffffff 00000000 S kworker/u:2
root      20810 2     0      0     ffffffff 00000000 S kworker/0:2
u0_a139   20828 1940  532864 24452 ffffffff 00000000 S com.google.android.talk
u0_a81    20850 1940  513088 20024 ffffffff 00000000 S com.samsung.groupcast
u0_a89    20863 1940  516152 21432 ffffffff 00000000 S com.sec.android.app.videoplayer
u0_a124   20876 1940  508108 22312 ffffffff 00000000 S com.sec.android.widgetapp.alarmclock
u0_a0     20889 1940  509412 20952 ffffffff 00000000 S com.sec.android.daemonapp.ap.accuweather
shell     20901 18316 856    352   c007364c 401bb018 S /system/bin/sh
u0_a151   20907 1940  508144 21064 ffffffff 00000000 S com.sec.android.pagebuddynotisvc
u0_a154   20920 1940  521744 24944 ffffffff 00000000 S com.vlingo.midas
radio     20935 1940  530156 36620 ffffffff 00000000 S com.samsung.SMT
u0_a138   20955 1940  510572 23116 ffffffff 00000000 S com.sec.esdk.elm
system    20972 1940  515164 26816 ffffffff 00000000 S com.wssyncmldm
u0_a103   20990 1940  510932 24412 ffffffff 00000000 S com.sec.android.app.voicerecorder
u0_a30    21005 1940  525448 27964 ffffffff 00000000 S android.process.media
root      21017 2     0      0     ffffffff 00000000 S kworker/0:1
u0_a129   21029 1940  510004 26952 ffffffff 00000000 S com.sec.android.allshare.service.mediashare
u0_a85    21043 1940  548664 44952 ffffffff 00000000 S com.google.android.music:main
u0_a82    21082 1940  512336 27592 ffffffff 00000000 S com.sec.phone
system    21096 1940  509500 32784 ffffffff 00000000 S com.sec.factory
root      21108 2     0      0     ffffffff 00000000 S flush-179:16
shell     21117 20901 1192   464   00000000 401c327c R ps


What’s a UID and GID? 
	UID: Unique Identifier for Users of the application that owns the process
	GID: Unique Identifier for Group of Users of the the application that owns the process
	PID: Unique Process Identifier for specific process
	PPID: The PID of the parent process

What are the differences between the UID and GID of system owned processes and user applications?
	Each app has a unique UID and GID. 
	They have different permissions.
	Limited permissions are given to installed apps within an assigned directory.
	GID 0 is root.
	GID in 10000 series are installed applications.
